,title,publisher,published,cited_num,times_cited,abstract,keywords,keyword_plus,authors_address,author_university,cited
74,Biometrics of fruits and seeds and germination of balsam pear,Revista Brasileira de Plantas Medicinais,2013年,0,13,"The aims of this study were to perform the biometric characterization of fruits and seeds of balsam pear (Momordica charantia L.) and to determine the cardinal temperatures for seed germination in this species. The characterization and the experiment were conducted at the Laboratory of Seed Analysis of UFERSA in Mossoró-RN. The evaluated parameters were: length, width and thickness of seeds; moisture content; one thousand seed weight; and number of seeds per gram. For the temperature assay, sowing was done in transparent plastic boxes containing sterilized sand as substrate. The seeds were then incubated at the constant temperatures of 10?C, 15°C, 20°C, 25°C, 30°C, 35°C and 40°C, with 8-hour photoperiod. Experimental design was completely randomized with four replicates of 50 seeds. Fruits have about 49.8mm length and 19.89 mm diameter, containing around 18 seeds. The medium dimensions of seeds are: 8.9mm length, 4.30 mm width and 2.65 mm thickness. There is germination in the range from 20 to 35?C, but the optimal temperatures for the germination of balsam pear seeds vary between 25 and 30°C.",Knee;?Systematic Review;?Data base,IMPACT-FACTORS;?RADIOLOGY;?WORKS,"Ave Onze de Junho 970, BR-04041003 Sao Paulo, SP, Brazil.","Univ Fed Sao Paulo, Dept Orthoped & Traumatol, Sao Paulo, SP, Brazil",
75,Model to estimate the leaf area of Combretum leprosum Mart.,Acta Agronómica,2013年1月,7,24,"Combretum leprosum Mart. -Combretaceae is a shrub used in popular medicine in Northeast Brazil as antiulcer, antihemorragica and antinociceptive. Estimating the leaf area is an important remark to be made biometric to compare the growth of plants. In this study, a model for calculating leaf area was developed for Combretum leprosum using linear measurements of leaf length (C) and maximum width (L), in order to obtain an equation by the linear dimensions of the leaf. It was collected 200 leaf blades of a population of C. leprosum native in a conservation area of Caatinga in the campus of the Federal Rural University of the Semi Arid in Natal, Rio Grande do Norte. The leaves were obtained from adults and leaf area was measured using an integrator leaf area (LI-3100, LI-COR). The analysis of variance of the regression was made in the program SAEG. The linear and geometric equations can be used to estimate leaf area of C. leprosum. From a practical standpoint, it is suggested to opt for the simple linear equation involving the C x L, using the regression equation A = 0.7103 x (C x L), which is equivalent to taking 71.03% of product of the length along the midrib and the maximum width, with a coefficient of determination of 0.952617.",gibberellic acid; diaspores; purple-flower; potassium nitrate; viability,,"[ 1 ] Universidade Federal de Santa Maria, Brasil
[ 2 ] Universidade Federal de Santa Maria, Brasil",,
76,Selection of NARX models estimated using weighted least squares method via GIC-based method and l (1)-norm regularization methods,NONLINEAR DYNAMICS,2012年9月,1,18,"We investigate the model selection problem for nonlinear autoregressive with exogenous variables models estimated using the weighted least squares (WLS) method. Because WLS changes the statistical property of data under study and violates the assumptions imposed on the well-developed model evaluation and selection methods (e.g. Akaike's information criterion, Schwarz's Bayesian information criterion, and the error reduction ratio based methods), therefore, new approaches should be investigated. In this research, an information criterion based method and two l (1)-norm regularization methods are taken into consideration: (a) in the former method, for models estimated using WLS, we first derive an information criterion in terms of the generalized information criterion (GIC, proposed by Konishi and Kitagawa in ",Anatomy;?Femoral quadriceps muscle;?Innervation;?Motor points,VASTUS-MEDIALIS;?RECTUS FEMORIS;?ANATOMY;?BLOCK;?FLAP,"Universidad de La Frontera?Univ La Frontera, Fac Med, Av Francisco Salazar 01145, Temuco, Chile.","Univ La Frontera, Programa Magister Ciencias, Ment Morfol, Temuco, Chile",
77,"Biometric and statistical investigations on the cnidoma of the genus Hydra (Cnidaria, Hydrozoa)",Iheringia. Série Zoologia,2012年9月,1,25,"This paper deals about the nematocysts like a source of biometric information for comparison between the species Hydra vulgaris Pallas, 1766, Hydra vulgaris pedunculata Deserti et al., 2011 and Hydra pseudoligactis (Hyman, 1931). This biometric tool lets us carry out statistical comparisons and adding these results to the identification of specimens from different classificatory groups. In this particular study, we obtained significant differences between species, individuals of each species and nematocysts type when compared the biometry of its nematocysts. Another result was the variation in of particular nematocysts, like atrichous isorhiza and holotrichous isorhiza for the species H. vulgaris in relation to the column size.",Amazon delta; bycatch; sagitta; Neotropics; Sciaenidae; stomach content,LENGTH;?SEA,"Universidade Federal do Para?Univ Fed Para, Nucleo Ecol Aquat & Pesca Amazonia, Grp Ecol Aquat, Belem, Para, Brazil.","Univ Fed Para, Nucleo Ecol Aquat & Pesca Amazonia, Grp Ecol Aquat, Belem, Para, Brazil",
78,MORPHOMETRIC CHARACTERIZATION OF SEEDS AND PLANTULES AND Anadenanthera macrocarpa (Benth.) Brenan GERMINATION,Ciência Florestal,2012年9月,2,27,"Anadenanthera macrocarpa (Benth.) Brenan is a tree species belonging to the family Leguminosae-Mimosoideae which is popularly known as mimosa-black. It features characteristics of early successional, natural occurrence in Brazil and can form clusters almost homogeneous, with great potential in the recovery of degraded areas. This study was conducted at the Center for Agricultural Sciences, University Federal of Alagoas state, aiming at the physical and morphological characterization of seeds, describing the various stages of post-seminal development, and to evaluate various conditions of temperature and substrate to perform the test germination. The seeds were manually extracted, then homogenized, where two samples of 50 seeds were used to determine the initial moisture. Another sample, consisting of eight repetitions of 100 seeds was used to measure the biometry and the number of seeds per fruit. The morphological characterization and the seeds were immersed in distilled water to allow the cuts to the observed structure in microscopes. In the post-seminal study, it was observed the daily processes of seedling growth in rolled paper filter and constant temperature of 30 degrees C. To assess the germination behavior, the constant temperatures of 15 degrees C, 25 degrees C, 30 degrees C, 40 degrees C and 20-30 degrees C as well as the paper and the sand substrates were tested and it was evaluated the percentage, the rate of germination, the relative frequency distribution, and the tests conducted in a randomized design in factorial 5 x 2 (x substrate temperature) with four replicates of 25 seeds, and the averages compared by Duncan 5% probability. The fruits of black angico show great variation in the seed number per fruit. The embryonic axis occupies part of the central region of the seed with axial and linear positions. The germination is epigeal and the seedlings are fanerocotylar. The temperature determines the 30 degrees C and the filter paper substrate provided higher average percentage and germination rate.",biometrics; dormancy; Caatinga; germination; water absorption,,"[ 1 ] Instituto Federal de Educa??o, Ciências e Tecnologia do Ceará, Brasil
[ 2 ] Universidade Federal Rural do Semi-?rido, Brasil",,
79,Automated neurosphere sorting and plating by the COPAS large particle sorter is a suitable method for high-throughput 3D in vitro applications,TOXICOLOGY IN VITRO,2012年9月,16,42,"Existing guidelines for testing developmental neurotoxicity (DNT) propose investigations in rodents, which are ethically questionable as well as time and cost intensive. Thus, there is international agreement that predictive in vitro methods are needed to increase efficiency of testing and limit the number of animals used. One of a variety of novel approaches for DNT testing utilizes neurospheres, three-dimensional aggregate cultures of primary normal neural progenitor cells (NPCs). Because sorting and plating of single neurospheres is one of the most time-consuming steps within the assay, the aim of this study was to evaluate if the complex object parametric analyzer and sorter (COPAS PLUS (TM), Union ",Blue crab;?estuary;?growth;?Laguna El Llano;?recruitment;?size class structure,TEMPORARILY OPEN/CLOSED ESTUARIES;?BLUE-CRAB;?YOUNG JUVENILES;?ABUNDANCE;?RATHBUN;?BAY;?POSTLARVAE;?MEGALOPAE;?FISHERY;?DENSITY,"Universidad Nacional Autonoma de Mexico?Univ Nacl Autonoma Mexico, Fac Estudios Super Iztacala, Lab Ecol Estuarina, Av Barrios 1, Tlalnepantla 54090, Estado De Mexic, Mexico.","Univ Nacl Autonoma Mexico, Fac Estudios Super Iztacala, Lab Ecol Estuarina, Av Barrios 1, Tlalnepantla 54090, Estado De Mexic, Mexico",
80,Gonadal steroids levels and vitellogenesis in the formation of oocytes in Prochilodus lineatus (Valenciennes) (Teleostei: Characiformes),Neotropical Ichthyology,2012年9月,19,59,"The objective of this study was to obtain information about the possible mechanisms related to poor reproductive performance in tropical rheophilic fish. To that effect, cages (Cs) and earthen ponds (EPs) were used as experimental systems to provide unsuitable and suitable conditions, respectively, for curimbata (Prochilodus lineatus) breeders. Fish were maintained under experimental conditions for 18 months, and during this period females were randomly sampled every two months for biometric analysis (n=30), blood (n=5/sampling) and ovary (n=5/sampling). After this period EPs females (EPFs) and Cs females (CFs) were submitted to the induced breeding experiments. The results showed that rearing curimbata for such long time in a cage at this stocking density, reduces its growth, plasma E2 levels and vitellogenesis. During vitellogenesis, the mean plasma estradiol levels of CFs were three times lower than those of EPFs (P&lt;0.01). CFs presented poorer results than EPFs for all the examined parameters of reproductive performance. Taken together these data showed that the reduced estradiol levels during vitellogenesis (and the consequently less intense transition from the previtellogenic to vitellogenic phase) and reduced amounts of yolk are mechanisms associated with the formation of low quality oocytes and shortened and delayed breeding season in this species. Moreover, our data showed that the onset of vitellogenesis (six months before the spawning season) must be considered as a key period related to the formation of oocytes of good quality, and adequate management should be provided throughout the year.",Morphology;?biometry;?reproductive organs;?Trachemys scripta elegans;?Brazil;?testis;?penis;?epididymis;?turtle;?reptiles,SEX-DETERMINATION;?CYTOLOGICAL EVALUATION;?DUCTULI EFFERENTES;?CHELONIA-MYDAS;?TURTLE;?TESTUDINES;?SOUTHERN;?TESTIS;?MATURATION;?EPIDIDYMIS,"Universidade Federal do Vale do Sao Francisco?Univ Fed Vale Sao Francisco Univasf, Rodovia 407 Km 12,Lote 543,Projeto Nilo Coelho C1, BR-56300000 Petrolina, PE, Brazil.","Univ Fed Vale Sao Francisco Univasf, Rodovia 407 Km 12,Lote 543,Projeto Nilo Coelho C1, BR-56300000 Petrolina, PE, Brazil",
81,Biometrics of the sugarcane shoot during irrigated ratoon cycle in the Submedio of the Vale do S?o Francisco,Revista Ciência Agron?mica,2012年9月,11,29,"The productivity of sugarcane in the Submedio of the Vale do Sao Francisco has been presenting superior performance due to the use of irrigation. In this way, information regarding the crop growth can be used for improving crop management. Thus, the objective of this work was to carry out a biometrics analysis of the irrigated sugarcane, seeking to supply the absence of information of this crop in the region. The experiment was conducted in the district of Juazeiro-BA using the variety RB92579 during the ratoon cycle. Two types of biometrics analysis were performed, one of them was destructive, where plants were sampled and conducted at the laboratory, and another one was no destructive, in which the variables are monitored in field. Based on the results, it was possible to verify that the crop presented high tillering (15.2 shoot m(-2)). The sugarcane lodging affects the dynamics of the stalks height, which reached final value of 421 +/- 22 cm. However it did not demonstrate direct impacts on the length (13.6 +/- 2.4 cm), diameter (2.5 +/- 0.2 cm) and volume of the internodes (68.8 +/- 19.5 cm(3)), as well as in the yield. The leaf appearance rates were 0.0079 leaves degrees Cd-1, in the Interval 1, and 0.0018 leaves degrees Cd-1, in the Interval II. The maximum leaf area (423 +/- 39 cm(2)) depends of the position in the stalk (n(o)15) and it responds mainly to the leaf length (maximum value 146 +/- 6 cm), because the width (similar to 4.2 +/- 0.2 cm) tended to stabilize along the cycle. The leaf area index presented a positive correlation with the number of expanded green leaves and with the leaf area.",Biometry;?Genetic diversity;?Dry forests;?Pereiro tree,GERMINATION,"Universidade Federal do Rio Grande do Norte?Univ Fed Rio Grande do Norte, Acad Unit Specialized Agr Sci, Macaiba, RN, Brazil.","Univ Fed Rio Grande do Norte, Acad Unit Specialized Agr Sci, Macaiba, RN, Brazil",
82,Biometric analysis of irrigated eucalyptus forests in the five initial years of development,Revista Brasileira de Engenharia Agrícola e Ambiental,2012年5月,4,38,"This research aimed to evaluate the effects of irrigation and mineral nutrition on the growth and production of eucalyptus (Eucalyptus grandis) cultivated in the Triangulo Mineiro region, Minas Gerais, Brazil. The experiment was conducted at the Farm School of University of Uberaba, which has 850 m of altitude, in Red-Yellow Latosoil. Irrigated and non-irrigated treatments with different nutritional conditions (25, 50 and 100% of the recommended doses) were compared. The parameters of diameter at breast height and growth were evaluated during the period of five years of experimentation, the final productivity of wood was also determined at the end of that period. Even though results were statistically different throughout the years, at the end of the analyzed period it was observed that irrigated treatments showed higher biometric values as well as largest rates of mean annual increment. Proximity of values may have occurred due to excessive rainfall at the site, increasing availability of water for the non-irrigated treatments.",?Cat’s claw; forest seeds; dormancy; germination,,"[ 1 ] Universidade Estadual Paulista, Brasil
[ 2 ] Universidade Federal de Alagoas, Brasil",,
83,Linear estimation of location and scale parameters using partial maxima,METRIKA,2012年3月,0,35,"Consider an i.i.d. sample X*(1), X*(2), ..., X*n from a location- scale family, and assume that the only available observations consist of the partial maxima (or minima) sequence, X*(1: 1), X*(2: 2),..., X*(n:n), where X*(j:j) = max{X*(1), ..., X*(j)}. This kind of truncation appears in several circumstances, including best performances in athletics events. In the case of partial maxima, the form of the BLUEs (best linear unbiased estimators) is quite similar to the form of the well- known Lloyd's (in ",Azadirachta indica; experimental poisoning; birds; testicular changes; sperm quality,,"[ 1 ] Universidade Federal do Piauí, Brazil
[ 2 ] Universidade de Fortaleza, Brazil
[ 3 ] Universidade Federal Rural do Semi-?rido, Brazil",,
84,Quantitative and Automated High-throughput Genome-wide RNAi Screens in C-elegans,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,2012年9月,14,34," (UBI)), and an integrated software: the MBioLIMS (Laboratory Information Management System from Modul-Bio) a technology that provides increased throughput for data management and sample tracking. The method allows screens to be conducted on solid medium plates. This is particularly important for some studies, such as those addressing host-pathogen interactions in C. elegans, since certain microbes do not efficiently infect worms in liquid culture.",Prochilodus magdalenae; Atrato River; Reproductive aspects; Fishing aspects,,"[ 1 ] Universidad del Tolima, Colombia",,
85,Innervation and Localization of the Motor Points of Triceps Surae Muscle,International Journal of Morphology,2012年9月,2,0,"The knowledge of innervation of muscles is generally described, but we can complement the point where the nerves penetrate the muscle belly, from the biometric standpoint. In order to know the innervation and motor points in the components of the triceps surae muscle, 18 formolized lower limbs of adult Chilean individuals were studied. Planes dissection was performed by identifying the point nerve of the lateral and medial head of gastrocnemius muscle and soleus muscle. All specimens were schematized and photographed. We identified the source of the branches, about a line drawn between the most prominent parts of the femoral epicondyles (BECL), as well as the points of entry into the muscle belly, classifying these branches as principal (BR) and secondary (SBR). In all samples the innervations came from the tibial nerve. The medial head of the gastrocnemius muscle received one branch (BR1) in 15 cases and two (BR1 and BR2) in 3 cases. The BR1 origin is located on average 23.6 +/- 11.5 mm distal to the BECL, in 15 cases the BR1 split up into four SBR. The points where these latter entered in muscular belly regarding BECL were on average: 40.4 + 11.1 mm (SBR1) distal to this line and 46.9 +/- 9.1 mm (SBR2). The lateral head received one branch in 17 cases and two in 1 case; the origin of BR1 was found on average to 35.6 +/- 11,8 mm distal to the BECL; in 12 cases the BR1 was divided up in four SBR. Regarding to BECL the SBR entered in muscle belly distal to this line, 49.4 +/- 9.3 mm (SBR1) and 52.4 +/- 10.6 mm (SBR2). The soleus muscle received his branch from a common trunk with the lateral head of the gastrocnemius in 7 cases and one direct branch BR1 in 6 cases and two branches (BR1 and BR2) in 5 cases, of which 3 of them received one anterior branch and posterior branch; the origin of BR1 was located 40.4 +/- 14.4 mm distal to the BECL; the common trunk origin was located at 20.2 mm distal from this line. The BR1 was divided up into seven SBR. These results are a contribution to the anatomy of the motor points, which can be used as a reference for application of electrical stimulation therapy and for electromyographic studies in our population.",,,"Gerencia de Calidad e Innovacion, Registro Nacional de Identificacion y Estado Civil, Lima, Peru.
Departamento de Ginecologia, Instituto Nacional Materno Perinatal, Lima, Peru.
Centro Nacional de Salud Publica, Instituto Nacional de Salud, Lima, Peru.",,
86,"Clinical, biometric and ultrasound assessment of the effects of daily use of a nutraceutical composed of lycopene, acerola extract, grape seed extract and Biomarine Complex in photoaged human skin",Anais Brasileiros de Dermatologia,2012年2月,11,27,"METHODS: 50 women, from 35 to 60 years of age, phototypes I to III, were assessed. For 120 days, they associated the nutraceutical product with the use of a sunscreen FPS15. On days 0 (D0), 30 (D30), 60 (D60), 90 (D90) and 120 (D120) they were evaluated and underwent Medical Assessments and Self-Assessment and cutaneous biometric analyses (corneometry, sebumetry and pH-metry) in the skin of the left zygomatic region and the upper medial side region of the left arm; on days 0 (D0), 30 (D30) and 120 (D120) the skin of the same regions was analyzed by ultrasound. On days 0 (D0) and 120 (D120) skin biopsies were performed in the areas where instrumental evaluation was performed (to evaluate collagen and elastic fibers).",Anatomy; Brachial Triceps muscle; Innervation; Motor points,LONG HEAD;?INNERVATION;?NERVE;?LOCALIZATION;?SPASTICITY,"Universidad de La Frontera?Univ La Frontera, Fac Med, Casilla 54-D, Temuco, Chile.","Univ San Sebastian, Dept Ciencias Morfol, Fac Med & Ciencia, Gen Lagos 1163, Valdivia 5090000, Chile",
87,Development of the digestive tract of broilers fed diets containing sweet potato meal,Archivos de Zootecnia,2011年12月,4,26,"The development of the digestive tract of broilers fed diets containing sweet potato meal in partial replacement of corn, with or without enzyme supplementation. One hundred and fifty a day old, male, Cobb chickens, were allocated in 40 pens of two batteries where they remained until 28 days old. A completely randomized experimental design was used. Treatments were distributed in a 3 x 2 factorial arrangement, in which three levels of sweet potato meal (0, 20 and 40%) and two levels of enzyme complex (0 or 200 g/ton), with a total of 5 replicates of 5 birds per treatment. At 14, 21 and 28 days of age, 5 birds per treatment were slaughtered by cervical deslocation to evaluate the allometric development of heart, liver, proventriculus ans gizzard and biometric development of duodenum, jejunum, ileum, colon, rectum and ceca. Data were analyzed by analyse of variance and polynomial regression. The use of increasing dietary levels of sweet potato meal bring about a decrease in body weight and in organ development. The enzyme supplementation does not influence the allometry of organs and intestinal biometric of broilers.",rainfed agriculture;?kriging;?coconut powder;?mulching;?cultivar Sao Jose,SEMIARID REGION;?VARIABILITY;?MOISTURE;?DYNAMICS;?CROP,"Universidade Federal Rural de Pernambuco (UFRPE)?Univ Fed Rural Pernambuco, Dept Engn Agr, Programa Posgrad Engn Agr, Recife, PE, Brazil.","? Univ Fed Rural Pernambuco, Dept Engn Agr, Programa Posgrad Engn Agr, Recife, PE, Brazil",
88,Leaf area index of canola under varying row spacing and plant density of sowing,Ciência Rural,2011年12月,15,29,"The aim of this work was to estimate leaf area index of the canola cultivar 'Hyola 61' under variations of row spacing and density of sowing by a non-destructive method. The experimental design consisted of a split plot with four blocks with row widths of 17, 34, 51 and 68cm and plant populations of 15, 30, 45 and 60m(2). Two hundred and fifth leaves were collected at random and mesure width (C), length (L) and leaf area (LA) and the parameters were correlated. Also the leaves of four plants of each plot, selected at random, were measured L and C and estimated the leaf area index (LAI). Width leaf was the biometric parameter that shows highest correlation with LA. There is a linear relation between plant density and leaf area index in spacing of 34, 51 and 68cm in 'Hyola 61'. The row width of 17cm and plant population of 60 plants per square meter to reduces the LAI. However, aiming LAI maintenance in Hyola 61 is recommended uses of row width of 17cm and plant population of 45 plants per square meter.",Glycine max L.;?multitrait;?differential effects;?strategic positioning;?seed production,ADAPTABILITY;?ASSOCIATIONS;?STABILITY,"Universidade Federal de Pelotas?Univ Fed Pelotas, Fac Agron Eliseu Maciel, Dept Fitotecnia, Caixa Postal 354, BR-96010900 Pelotas, RS, Brazil.","Univ Fed Pelotas, Fac Agron Eliseu Maciel, Dept Fitotecnia, Caixa Postal 354, BR-96010900 Pelotas, RS, Brazil",
89,Xylem anatomy of the Caesalpiniaceae registered in wood collection of the Universidad Distrital Francisco José de Caldas,Colombia Forestal,2011年12月,1,0,"The anatomical study of the xylem of 21 species of Caesalpiniaceae registered in the wood collection “José Anatolio Lastra Rivera” (JALR), of the “Universidad Distrital Francisco José de Caldas”, included the macroscopic, microscopic and biometric characterization of the cellular elements that constitute the xylematic tissue. These analyses were developed following parameters defined by the International Association Wood Anatomist Committee (IAWA Committee 1989) and methods established by the Wood Technology Laboratory of Universidad Distrital. Measurements and descriptions were used to prepare identification keys and similarity analysis. The wood of Caesalpiniaceae family illustrated common characteristics in growth rings differentiation, porosity, vessel arrangement, deposits, diameter and length, plates perforation type, alternate and vestured intervessel pits; fibers wall thickness and length; paratracheal axial vasicentric parenchyma, aliform and banded parenchyma and presence of prismatic crystals. Also, variations in anatomical features such us longitudinal channels were found as diagnostic for some genera like Copaifera. The variation and analysis of anatomical characteristics of the xylem tissue allowed to verify some taxonomic relations of the family Caesalpiniaceae, like the observed with the species Mora megistosperma, Mora oleífera, Peltogyne pubescens, Peltogyne paniculata, Sclerolobium odoratissimum and Tachigali polyphylla.",Alendronate; Alkaline phosphatase; Bone histomorphometry; Diphosphonates; Glucocorticoid,,"Universidade Federal de Vicosa (UFV, Departamento de Bioquimica e Biologia Molecular, Vicosa, MG, Brazil.
Universidade Federal de Vicosa (UFV), Departamento de Biologia Geral, Vicosa, MG, Brazil.",,
90,"Biometrical, physical and chemical characterization of bocaiuva (Acrocomia aculeata (jacq.) Lodd. ex Mart) Palm fruits",Revista Brasileira de Fruticultura,2011年9月,16,1,"Fruits of the Bocaiuva palm - Acrocomia aculeata (Jacq.) Lodd. ex Mart. - collected at Dourados (MS) and Presidente Epitacio (SP), were analyzed in relation to the biometric characteristics chemical composition and physical characteristics, in order to evaluate the food potential. The Bocaiuva fruits showed no significant differences in the biometric characteristics. The average yield of pulp was 42% compared to the whole fruit, higher than found in the literature for other fruits of palm trees. The physical and chemical characteristics of the fruit pulps from MS and SP regions showed that the pulp was little acid (pH 5.70 to 6.29). Samples from Dourados were sweeter (14.53% of total reducing sugars) and had higher content of vitamin C (34.57 mg.100g(-1)) than samples from Presidente Epitacio (11.46 mg.100g(-1)). However, the intensity of the yellow-orange was higher in the pulp from Presidente Epitacio indicating higher content of carotenoids in the later.",TDA; gait recognition; persistent homology; linear discriminant analysis; metric learning,,"[ 1 ] Centro de Aplicaciones de Tecnologías Avanzadas (CENATAV),, Cuba
[ 2 ] Universidad de la Habana",,
91,Liquid bovine manure in luvissol sodic: Biometric and productive response of yellow passion fruit plants,Idesia (Arica),2011年8月,1,14,"ABSTRACT The objective of the present study was to evaluate the effect of liquid bovine biofertilizer on the biometry and the dry matter production of yellow passion fruit seedlings grown on sodic Luvissol. The experiment was performed in the Department of Soil and Rural Agricultural Engineering of the Center of Agricultural Sciences (CCA), Federal University of Paraíba (UFPB), from August to October 2008. The experimental design was that of randomized blocks in split plots, where the plots were the levels of liquid biofertilizer at 0, 25, 50, 75 and 100% by volume of 10% of the total substratum volume (250 mL), the subplots were the five plant evaluation periods (45, 60, 75, 90 and 105 days after the sowing); the experiment was performed in quadruplicate. The application of biofertilizer was made 30 days before sowing, followed by a washing of the soil (two days after of biofertilizer application); a second application of the biofertilizer was made 48 hours before sowing, followed by a soil washing similar to that of the first application. Non-saline water was used for irrigation, adding the water equivalent to the evapotranspiration rate per 24 hours, based on weighing the pots. The increased level of organic matter input provided greater plant height and stem diameter, as well as greater leaf number, foliar area and total dry matter, surpassing the control by 134.78; 114.72; 127.35; 416.54 and 107.97%, respectively.",biometry; morphology; pau-roses; germination,,"Univ Estadual N Fluminen, Campos dos Goytacazes, RJ, Brazil.","Univ Estadual N Fluminen, Campos dos Goytacazes, RJ, Brazil",
92,Biometrics of fruits and seeds and seedling emergence of two species fruit of the Campomanesia genus,Revista Brasileira de Fruticultura,2011年6月,9,39,"The species Campomanesia adamantium and Campomanesia pubescens are morphologically similar, they occur in common areas in the Cerrado region, so they are difficult to be separated and identified. The objectives were to analyze biometrics of fruits and seeds of C. adamantium and C. pubescens, and the process of emergence of seedlings, for comparisons between species. In November 2007, 50 fruits of each species were measured of the transversal length (mm) and longitudinal (mm) of the fruits and seeds, fresh weight of fruits (g), number of locules per fruit and number of loci seeds. For the emergence testing, two independent experiments, one for each species, were installed in a completely randomized design with six methods of fruit processing for removal, drying or washing the mucilage, and four replicates with 40 seeds per plot. With the fruits of greater volume, with accumulation of fresh and wider biometrics in relation to C. pubescens, C. adamantium has a potential for selection of promising materials for breeding purposes. Drying in the shade for 24 hours with seed mucilage reduces the percentage of emergence and normal seedlings of C. adamantium, besides the seedlings emergence rate, although this method is indifferent to seedlings of C. pubescens. Under the same experimental conditions, seedlings of C. pubescens have a higher emergence capacity and normal seedlings as well as higher daily frequencies of seedlings emerged and reducing the time of emergence in relation to the seedlings of C. adamantium.",,,"[ 1 ] Instituto Federal Goiano, Brasil
[ 2 ] Instituto Federal Goiano, Brasil",,
93,Biometrical and physico-chemical characterization of fruits of accessions mango 'Ubá',Revista Brasileira de Fruticultura,2011年6月,7,19,"This study had as the main objective the evaluation of the genetic dissimilarity in mango 'Uba' accessions in the eastern region of Minas Gerais by means of biometrical and physical-chemical characterization of the fruit in order to identify materials which have industrial interest for breeding studies. Fruits of 67 accessions were characterized by evaluation of fruit mass, endocarp mass, pulp/endocarp ratio, longitudinal diameter, transversal diameter, total soluble solids (TSS), titratable total acidity (TTA), TTS/TTA ratio and pH. The results were evaluated by descriptive statistics using central trend (average) and variability of data (standard deviation). Statistical analyses were performed using the clustering techniques and dissimilarity measures. The fruits which have showed the best characteristics for the processing were the hits from the 10, 22, 23, 24, 35, 38, 40, 42, 52, 55 and 63. Cluster analysis demonstrated the formation of two groups of accesses in reference with the biometrical and the physical-chemical characterization of the fruit, which shows the genetic variability the eastern Minas Gerais' mango.",Digital Banking; electronic banking,,"Universidad Anáhuac, Mexico",,
94,"Fishing knowledge related to the catch of crabs (Decapoda: Brachyura) in the municipality of Conde, Bahia State",Biota Neotropica,2011年6月,4,17,"This study presents the empirical knowledge of artisanal fishermen from the municipality of Conde, Northeastern Bahia State, regarding the catch of brachyuran crustaceans of economic importance in the region. The local techniques and tools used by crab gatherers, as well as the aspects of trade and territoriality are discussed. The data were obtained from September 2007 to December 2009 through open-ended recorded interviews and behavioral observation, considering the usual methods for ethnographic work. A total of 57 artisanal fishermen of both genders and aged between 10 and 78 years were interviewed. The data were analyzed to compare the information provided by participants with those registered in the academic literature. There were four campaigns of biometric analysis of portunid crabs (Callinectes spp.) to determine their sex ratio and morphometry. The capture of resources has a predominantly economic motivation, but is also the main income source of these fishermen. In the biometric analysis of mangrove-crabs, the preference by larger animals was showed regardless the gender. It was also noted the territoriality phenomenon in fishing, though the ""fisheries"" are freely accessible to all. The artisanal fishing of brachyuran crustaceans of economic importance in Conde is performed with a variety of techniques and equipments that in a direct or indirect way interfere with the fauna and ecosystem dynamics. Although there was some conservation awareness by the participants of this study, different management attitudes were showed. Further studies are needed for the management and sustainable use of these fishery resources, thus providing benefits to local communities.",Mitochondrial disease;?Flow cytometry;?C. elegans;?Screening,DISEASE,"ARC 1002C,3615 Civ Ctr Blvd, Philadelphia, PA 19104 USA.","? Childrens Hosp Philadelphia, Div Human Genet, Philadelphia, PA 19104 USA",
95,Biometric analysis of selection gains in popcorn population of the fifth cycle of recurrent selection,Revista Ciência Agron?mica,2011年6月,35,44,"Aiming to select superior progenies for concentration of favorable alleles in a popcorn population on the fifth cycle of intrapopulation full-sib recurrent selection, two hundred progenies were evaluated for six agronomic traits, including grain yield and popping expansion, in randomized complete block design with two replications within sets, in two distinct environments: Colegio Estadual Agricola Antonio Sarlo, in Campos dos Goytacazes, and Experimental Station of PESAGRORIO, located in Itaocara, Rio de Janeiro State, in 2007/2008. There were significant differences among families within sets in all traits, indicating the presence of genetic variability to be exploited in the future cycles. The utilized selection indexes were the Mulamba and Mock; and Smith and Hazel. The Mulamba and Mock index propitiated more elevated magnitudes of the predicted gains for most of the traits, including popping expansion and grain yield, with values of 6.01 and 8.53%, respectively, utilizing arbitrary weight attributed by tentative.",Biometry;?B-mode;?Doppler ultrasound;?dogs;?eyeball;?Doppler velocimetry;?hemodynamics;?ophthalmology,POSTNATAL-DEVELOPMENT;?ORBITAL CELLULITIS;?DOMESTIC CATS;?OCULAR GLOBE;?ULTRASONOGRAPHY;?PRESSURE;?ARTERY;?CANIS;?SCAN;?LENS,"Universidade Federal do Piaui?Univ Fed Piaui UFPI, Dept Morfofisiol Vet, Campus Univ Ministro Petronio Portela, BR-64049550 Teresina, PI, Brazil.","Univ Fed Piaui UFPI, Posgrad Ciencia Anim, Campus Univ Ministro Petronio Portela, BR-64049550 Teresina, PI, Brazil",
